id,outlet_id,priority_score,transaction_score,engagement_score,product_adoption_score,risk_score,contributing_factors,scored_at
c10d6107-60d6-50da-9245-24fca9aea65e,c9cd5468-5c6c-5bf3-b662-2c90351581f1,45.5,23.2,38.7,75.5,29.2,high_churn_probability|low_transaction_volume,2025-07-29T00:00:00
ef57525e-2609-5211-907a-585c716c3373,dbf883b7-96e8-5f48-971f-1cbadca59c68,32.6,14.8,48.0,37.3,27.7,inactive_products|low_transaction_volume,2025-07-31T00:00:00
53a3a19d-c4c8-5c57-a945-ba780ad77c45,97a3c21c-6620-5b80-86f4-23b182349bb1,25.6,28.7,12.9,70.3,21.5,inactive_products|product_gap|missed_visits,2025-07-29T00:00:00
be0facd2-6719-5c08-8c88-7c21c8c0f09b,732fe5fd-2dd9-5e16-9ff1-20b392cf8dcf,20.5,36.4,43.3,51.3,21.0,product_gap|inactive_products,2025-08-01T00:00:00
c07cfea2-0c50-56ef-9b15-1889800fb18b,ca74b86a-f37f-597e-aeee-1808e9b38973,53.3,63.6,75.5,16.8,42.7,high_churn_probability,2025-07-30T00:00:00
1b92d995-ef2d-5494-8f46-0d2631af17dc,fec70518-acb6-59cf-be4d-01d45efca0c8,53.0,56.0,60.1,82.2,34.8,inactive_products|low_transaction_volume,2025-07-28T00:00:00
e7916014-1932-53eb-be90-dc1cace64d57,48960618-a551-5a8c-bbbb-0249881e9ac3,88.4,88.4,74.9,37.5,93.2,high_churn_probability|competitor_risk|missed_visits,2025-07-30T00:00:00
be52f519-160d-5913-b9be-3a6526050d48,3997a8f5-6016-5810-b435-db8ec38b2c79,77.5,91.9,82.2,59.5,70.8,high_churn_probability|declining_revenue,2025-07-27T00:00:00
4dfcc9af-47d8-51ba-99be-03c7639804f0,c7053357-4956-5ab3-9efb-df8bd532f001,50.5,24.7,52.4,41.2,52.1,product_gap|declining_revenue|missed_visits,2025-07-30T00:00:00
0f446396-b805-5bd2-9f6a-5b98c04a5b04,ee90274c-9365-597d-b7b7-fe8b8dd298b0,55.6,51.2,46.2,37.3,54.7,missed_visits|declining_revenue|low_transaction_volume,2025-08-01T00:00:00
a19b7f13-d0e0-569b-bfaa-bce99fea3de9,076c79c3-ac0f-5659-8d69-d8a0ee9abc0b,80.6,91.7,69.1,43.8,75.7,competitor_risk|missed_visits|declining_revenue,2025-08-01T00:00:00
2c65a9cf-4aeb-5e6b-b2d3-3fdc95afe1ae,ac65e59b-c1b9-5920-a539-cbb4f765265a,81.0,68.4,58.1,62.1,64.8,high_churn_probability|competitor_risk,2025-07-28T00:00:00
b4acec38-1d7d-5164-aa48-9535e5f6dba1,83e195c1-ccba-5637-a552-7226c192c71c,57.2,44.1,44.0,69.7,54.6,product_gap,2025-07-29T00:00:00
c5170df3-e371-555f-8f05-17a2974fa9d6,ac993bd2-ecef-58bc-b1d9-91067cf856f6,29.0,28.1,11.0,40.2,31.1,high_churn_probability|inactive_products,2025-07-31T00:00:00
ccbb035b-aefe-51af-a854-fc802a1f3082,6c43b5de-1a73-52a4-9fa1-e51595e4486f,28.1,4.7,38.7,76.3,10.6,declining_revenue|missed_visits|product_gap,2025-08-01T00:00:00
70570a42-f828-5e87-ab51-179873451d52,beb2c62b-7aba-5ae5-ac57-43cb5a1af36a,32.0,12.7,10.9,64.1,24.1,product_gap,2025-07-26T00:00:00
d594352f-e5c7-5854-acc6-ce91bb9e7f0c,9cb189b1-8844-5fd2-9173-42c7d3b4356d,49.9,69.7,59.3,85.8,51.8,product_gap|high_churn_probability|inactive_products,2025-07-26T00:00:00
1e61e7fd-1105-5007-939f-f2167ea6c996,2e0b60b9-2f88-5d7d-a78e-a6af6f8de266,48.0,24.3,58.5,20.4,49.1,competitor_risk,2025-07-31T00:00:00
83fde2dc-a897-5a61-b55a-ae2f202a7b52,f14294c0-783f-5054-be74-0f7e05c3f337,42.8,50.1,65.0,39.5,51.3,product_gap|low_transaction_volume,2025-07-26T00:00:00
63dde5f8-d498-5b99-8a62-58f784977399,a39d0783-2b40-5751-bde2-5aebb6de1679,62.8,34.8,45.4,39.7,72.5,competitor_risk|missed_visits,2025-07-28T00:00:00
dfc28fac-8162-5aca-b3e2-a67137350462,26e2623e-c56a-55d8-912f-fab4962ae298,26.8,6.7,40.9,43.7,34.9,inactive_products,2025-07-28T00:00:00
ec11998a-45ca-5d82-a0b5-f7bc66549d2a,140a5be1-ad50-58fb-b835-0b9c63c01116,66.7,77.6,66.1,19.8,57.1,declining_revenue,2025-08-01T00:00:00
1e85065f-b9d4-56e5-ab47-11da13b743d1,79188a6f-dd8f-5a32-bcf6-d22190635ce3,31.7,46.7,45.8,48.0,33.3,missed_visits|competitor_risk|product_gap,2025-07-30T00:00:00
3c84c59d-fe9c-5263-8bbb-3e5239bef32c,341a3bc3-5c02-5d55-a530-3ea9ba9499b5,79.0,82.4,60.9,68.2,61.7,high_churn_probability|product_gap|inactive_products,2025-07-26T00:00:00
fd0c485e-7642-5723-a331-d34070983b4f,4b2275bd-ea39-50f7-980c-c5b233b997d3,69.7,42.0,78.2,45.4,58.0,missed_visits|competitor_risk,2025-07-31T00:00:00
a2f44396-3744-5840-90a2-fbbbff3caf98,c2b19867-0e0f-5168-989d-6d69067eb606,49.6,47.7,30.8,54.7,35.4,low_transaction_volume|competitor_risk|missed_visits,2025-08-01T00:00:00
d1636f8f-5533-587d-b353-425bf3248282,9e145baf-68a9-50c6-b236-0146cc604c4f,83.9,95.2,63.9,84.9,69.3,declining_revenue|product_gap|competitor_risk,2025-08-01T00:00:00
099cfed0-1b96-5e5d-9fe8-ecff43a7bdd8,872eb0e6-6a9b-5e4e-a521-17bca287ba19,48.2,59.7,65.2,56.4,30.8,declining_revenue,2025-07-27T00:00:00
cb21fed6-383b-53a5-b781-e3bcab8bd92d,86f7bc46-6959-5a49-bf82-046a41a2dde2,31.1,44.2,7.2,45.0,23.5,product_gap,2025-07-27T00:00:00
b5b987b2-9639-5ee6-b9ee-167e24d1df76,2887b52d-8879-502a-bd29-4c26c293190f,30.3,49.3,32.4,32.8,15.8,low_transaction_volume,2025-07-31T00:00:00
223187e1-2483-55a5-ba37-d3804904bb17,ccce5ecc-2159-514f-b08c-bd6242df5381,21.2,2.4,44.4,24.5,22.6,high_churn_probability|declining_revenue,2025-07-28T00:00:00
77e5f9f1-7621-5f2c-9e1e-9e0e6095ca5b,44d69290-6f3e-524e-9759-ecc66d1e9ceb,30.6,45.2,18.5,85.3,37.6,declining_revenue|product_gap,2025-08-01T00:00:00
72787e7f-e612-5af6-8018-ae3e3f8a7f7d,2c2cc81b-8180-52c0-932a-a54ac0be5347,46.1,41.5,46.3,85.9,34.2,competitor_risk|declining_revenue|product_gap,2025-07-27T00:00:00
28fdffdd-52ef-5e98-8831-b429b428ecac,3c68a561-0296-5b08-be2c-207c76389cf1,53.9,25.4,60.6,83.1,34.5,low_transaction_volume|product_gap,2025-07-31T00:00:00
0feb6a1b-b92b-5103-ae04-51e4ebeeadff,cd01bc68-ff0e-52a1-bd7a-56f6ff49ab44,24.9,25.5,22.2,77.7,19.9,high_churn_probability|declining_revenue|missed_visits,2025-07-30T00:00:00
f6848871-7df2-5f9f-8778-9da93c55e1e8,4b3be50a-f305-595c-9a7c-9c6fe6b2122e,87.5,67.9,98.2,86.9,84.1,inactive_products,2025-08-01T00:00:00
8a7027c4-ee2f-5f51-af49-0cbc3d90031b,050067db-17c3-5f23-ae16-64a16e384958,15.0,10.1,38.9,10.0,23.4,inactive_products|competitor_risk,2025-07-25T00:00:00
40d50d8f-2014-5645-9954-c4a8a20570a5,89e58dd7-8ed1-5fc8-af0c-ff1674e9e8c3,25.9,17.5,18.5,60.6,23.5,inactive_products|high_churn_probability,2025-07-28T00:00:00
8d27d95a-83a3-5ab4-9b71-6a366dcc332b,1de8eb26-658d-5bda-8231-059687db880b,16.8,11.1,16.5,19.8,3.7,competitor_risk|inactive_products|low_transaction_volume,2025-07-28T00:00:00
d9485186-7e9b-59dd-8143-6eae65dd2534,0a909a8c-a930-5b1c-b4ba-b557d1c09ba6,50.1,45.4,65.2,80.7,58.5,competitor_risk,2025-07-28T00:00:00
10cdd1be-7b96-5541-bd4b-162682a8ad5b,5c673601-1bdd-5b0a-92c8-2fe43124c690,99.6,89.7,82.8,26.8,99.2,product_gap|missed_visits|declining_revenue,2025-07-27T00:00:00
fcbaa769-99b3-5542-bf89-e9c2d5d0767d,1266d63c-a77a-50ae-95b3-aac6f8c10618,60.4,60.8,35.6,10.8,45.6,declining_revenue|high_churn_probability|low_transaction_volume,2025-07-25T00:00:00
17914278-c8af-5136-b32d-e00808a85b26,7ac47676-570e-565e-bbc6-3815d0dd5ca3,45.5,42.4,65.1,75.3,38.9,low_transaction_volume|high_churn_probability|inactive_products,2025-07-31T00:00:00
4e0fbc83-271f-5e02-8e91-477154cf28eb,69ea8f42-fdcb-59e8-a9cb-4d1d6d757245,29.1,17.6,13.0,71.4,30.0,inactive_products|competitor_risk,2025-08-01T00:00:00
aeb06376-2b93-5f7d-8aa2-499a2329cebf,dfbdc0b9-f8d6-5c14-b6db-1e6552ad0a26,20.0,0.4,33.4,70.7,20.4,declining_revenue|product_gap,2025-07-27T00:00:00
cc1e5c5e-893b-5cca-8c9e-b999ec6e571f,8b1980a6-c1b2-58e0-97e6-08b23186f905,45.7,27.5,45.4,39.0,34.2,high_churn_probability|missed_visits|declining_revenue,2025-07-29T00:00:00
ffbb5776-4efb-566f-be94-de712eac5de1,fed7793f-6c46-5130-9b9b-36a3e41cc742,15.3,20.1,19.9,54.1,16.7,product_gap|low_transaction_volume|missed_visits,2025-07-30T00:00:00
0e9148ff-6358-53c5-b097-3b8bad825185,1e927583-a58b-5d98-bb4e-df68360b0638,17.6,2.4,11.1,55.6,6.3,high_churn_probability,2025-07-28T00:00:00
fb7e59c4-2ab0-5966-afab-debf79ce9294,46c6f660-27d0-500e-8750-b3373842e961,22.7,26.2,32.5,80.6,2.7,low_transaction_volume|high_churn_probability|competitor_risk,2025-07-26T00:00:00
92787e24-3006-523d-b78a-05d94c500a12,2569b207-63d9-5d61-acdf-5e2b83e894da,40.6,52.9,36.0,19.7,36.2,low_transaction_volume|missed_visits|product_gap,2025-07-25T00:00:00
9fd75d4e-70e0-5607-9ed9-44f0dfd9b208,91e43375-fb3f-5dea-84fc-3b6cd033a3ba,29.5,11.1,18.4,43.6,22.9,high_churn_probability,2025-08-01T00:00:00
94dfda36-0666-550f-a1c6-55498d9cdee0,ed7871c4-9c27-53a6-8539-c9795a6740a3,30.7,41.1,55.2,28.1,31.4,low_transaction_volume|competitor_risk,2025-07-31T00:00:00
00b94922-e073-5951-8a93-19617e9f4e98,0119dc39-1092-5316-b82f-ff32891806f1,51.7,38.1,29.8,60.0,32.5,declining_revenue,2025-07-26T00:00:00
a6dfc776-e00e-5b59-a65f-702019250fe8,c7de05bb-4ed5-5a9e-b218-b343f9d73166,47.3,59.3,34.7,47.9,56.1,inactive_products|high_churn_probability|missed_visits,2025-08-01T00:00:00
2f333743-4bd5-5051-b33b-be817c140e2a,24f6205d-af78-55c4-9ac6-42db10b9b00f,64.6,73.4,70.6,71.1,63.4,inactive_products|declining_revenue|low_transaction_volume,2025-07-31T00:00:00
bf0d29f0-b925-5c9d-b617-3d09ab916f10,9b091607-c2e8-537a-9942-74c84048a742,18.4,14.5,38.6,65.5,22.2,low_transaction_volume,2025-08-01T00:00:00
83a04c58-fbd1-51a3-a82f-d8619c812d8a,e56bfd8a-5487-5264-b893-a501b67260ca,83.0,81.7,76.1,18.1,64.7,low_transaction_volume|missed_visits,2025-08-01T00:00:00
4efff682-1699-58da-9bd6-18b23e6807e4,2e0dbc5a-145a-5f98-95d6-887c0928278d,26.8,28.9,22.4,79.2,30.4,product_gap|low_transaction_volume,2025-08-01T00:00:00
a8d991c4-6418-56ef-9ab9-a2c3e6d3356f,1b89a724-452d-5f73-907e-6d06e9c5e1df,71.3,85.3,77.3,37.2,79.5,inactive_products|product_gap,2025-08-01T00:00:00
80211ff4-08d3-575e-8e87-28d0678b760a,1d4055cc-6c61-53ba-befa-1faccdf53807,71.4,46.8,47.0,67.1,69.1,competitor_risk|declining_revenue,2025-07-29T00:00:00
b4747c90-2850-5e92-b031-4b309b7095ed,6bf333db-329e-5379-8a87-612548e94afa,51.2,46.6,43.9,48.5,49.8,high_churn_probability,2025-07-30T00:00:00
02a97f5d-4459-53c3-8f26-b576fc466c4b,e069ddab-39fc-5820-b62a-2e0c144713e9,24.7,5.7,29.1,51.1,24.3,low_transaction_volume,2025-07-27T00:00:00
af6192b4-0387-561f-8287-4a045912b56a,f08a11c8-f9c0-5650-a8c7-d51d9e7f9892,27.4,22.3,32.6,33.3,36.6,inactive_products|declining_revenue|high_churn_probability,2025-07-30T00:00:00
f703ab0b-c5d9-53d2-85bd-ccfee2d41de5,8a91073c-f678-5bb2-8e9b-1cd31b741b64,17.3,15.7,8.3,26.0,24.8,inactive_products|competitor_risk|low_transaction_volume,2025-07-31T00:00:00
c61c4aaf-86b2-530a-afbd-b2c5ceeef35a,aef13d93-2926-5d27-82cc-91eb397e1d5d,28.7,29.2,20.2,56.3,37.6,product_gap|high_churn_probability|inactive_products,2025-07-28T00:00:00
1fab802e-7c58-5e7c-92e7-7df9c1ca5356,719962a7-20db-5986-ae72-a3679ddc032c,52.6,45.3,67.0,13.4,39.1,low_transaction_volume,2025-08-01T00:00:00
ea49a29e-388d-5e33-97dc-54b3645d4d93,dad30c15-97b8-5018-ad17-b718b6e41811,40.6,21.2,39.6,71.5,45.0,declining_revenue|product_gap|competitor_risk,2025-07-26T00:00:00
0bb00627-e11e-55a5-b3d4-e6685cede4a9,94f7c637-bf95-5080-befe-fdcf3748a0dc,65.1,84.6,58.3,15.9,46.0,inactive_products,2025-07-31T00:00:00
41d9ee5d-564c-50e8-a39a-fa7f486486e5,3c93a092-47e6-5c14-bdba-7ccdd461340c,20.7,23.8,35.0,13.5,1.6,declining_revenue|high_churn_probability,2025-07-29T00:00:00
a690b253-0efc-5cd7-bd0e-093d2d72b689,40f0390b-96f3-537f-a920-2eed11fbbe5b,26.4,33.3,18.4,54.4,11.7,missed_visits,2025-08-01T00:00:00
e2076ba7-6d0f-5178-a0a2-0ee7935ce4aa,0c74ae9b-9c3d-5ddd-9423-286f953e88fc,22.0,35.0,6.5,62.4,28.6,low_transaction_volume|inactive_products,2025-07-27T00:00:00
1e6ff7d3-dbed-5f9e-a633-5e19099aec0a,6ba72381-ad6d-5ae2-a069-716db6b02ba9,52.4,40.9,46.1,23.7,48.3,product_gap|declining_revenue,2025-07-26T00:00:00
6ea1a04d-d8d6-556c-8da2-cc7099c0a6bf,9d0fe198-1bbb-51a7-894e-8ea74978b154,66.4,43.6,87.6,73.6,52.1,low_transaction_volume,2025-07-26T00:00:00
6b5d3a7e-9ad8-5b41-9d0f-ebe62011fc9c,88c4d406-580a-520e-93d1-a9491ae16323,42.8,61.6,30.0,13.7,41.3,competitor_risk|product_gap,2025-07-29T00:00:00
06a376f1-3128-5b8c-aa57-e2ef16da7ca3,221f7ff2-5f5e-5f69-8a56-904dece85bcb,65.6,52.0,43.3,73.6,71.8,inactive_products|declining_revenue,2025-07-25T00:00:00
67b94c14-b74a-500b-a798-0dd78f47cff9,8e7a61aa-daf6-5080-a843-f322705c0fce,23.4,20.4,32.1,15.2,18.6,inactive_products,2025-07-27T00:00:00
0f14ed83-dee1-5231-92ce-137f3ffc3058,86d8d01d-703e-5df7-8e24-18111f59177a,55.0,60.6,56.2,48.7,63.6,declining_revenue|missed_visits,2025-07-25T00:00:00
0a27a50b-8aee-588a-8327-3fd573186a4e,f1aca4b1-7e3d-57d1-9a9d-43efa13d8c8a,25.7,29.7,11.1,81.6,19.3,high_churn_probability|competitor_risk,2025-07-29T00:00:00
dc0b9f8e-4653-5de4-85c6-6fb1763821f0,431d42db-74a5-53d0-8a57-68d40a8244d9,87.9,82.0,97.6,39.9,84.4,product_gap|inactive_products,2025-07-30T00:00:00
5d947e00-e19c-5f42-9d29-19ba2bde35b8,72394c70-a521-5f56-9ce4-31ca745e4ca2,95.0,77.3,87.5,47.2,90.5,product_gap|competitor_risk,2025-07-26T00:00:00
5b265367-e3b3-5202-98fa-e87d76ef1870,ddc63cec-f08f-5452-ae9b-e788dec170e9,33.0,43.3,23.9,40.6,18.4,product_gap|missed_visits,2025-07-29T00:00:00
462c653a-5398-556f-83aa-f8ba2168121e,19a1cb62-c438-5b8a-835b-381d558aa640,25.6,41.1,15.4,50.1,22.0,missed_visits,2025-07-31T00:00:00
78825886-6d36-5fff-bb96-f49b45c3e49c,c50ebb3c-5029-50fa-9889-bf2ace164e85,46.4,22.4,39.4,53.7,36.4,low_transaction_volume,2025-07-27T00:00:00
3af1e7f0-5d63-5860-b28e-7006d469447e,1e441a01-31ff-5104-af05-d712744abbb8,85.0,63.6,84.2,21.0,90.7,inactive_products|high_churn_probability|missed_visits,2025-07-28T00:00:00
b566bca5-f5a8-59ef-9d33-96783eb7e102,2120de3b-6e89-5446-b10d-84783bca78f8,60.2,69.4,55.4,42.5,57.6,missed_visits|inactive_products,2025-08-01T00:00:00
ed16c8ce-b902-53be-91cf-e62be6b3ff26,e6deb5a2-207b-5e2c-b132-d7d06f52b35a,33.9,15.3,45.0,26.8,20.9,inactive_products|declining_revenue|product_gap,2025-07-25T00:00:00
e35bc721-7b3c-5015-a909-832710087f0a,da0cb885-df95-54a9-907a-b809b1ee7b74,94.5,75.6,75.2,71.6,92.3,missed_visits|low_transaction_volume,2025-07-29T00:00:00
e669fe10-aea0-56a5-aa20-c121030d14cc,aea226c0-7f74-52fc-aa22-1c3146edcf33,53.2,52.0,34.6,85.5,33.5,low_transaction_volume|missed_visits|declining_revenue,2025-07-27T00:00:00
6ebee348-8cd1-5320-9f32-a1080b52ed2a,26642037-fe53-501b-99f5-0c21fae5336e,28.6,36.6,41.7,65.2,17.6,product_gap|high_churn_probability,2025-08-01T00:00:00
6348a44b-d564-52d2-ad2b-f9a435a275ba,d284eae1-3b58-55e9-aa20-71dc036e9515,37.7,15.4,60.3,36.4,36.6,declining_revenue,2025-07-26T00:00:00
8f3957e9-ca68-59fd-bf41-e27753d9bfb8,68fe2048-5e72-5f5d-8554-968c7e45fc11,84.5,57.4,75.2,48.0,74.4,product_gap,2025-07-25T00:00:00
737fc510-55e5-584e-8cfb-3ef30edb2520,2a97756f-49d6-58f9-be6f-82181c42fed7,92.8,66.7,85.6,12.6,91.5,low_transaction_volume|declining_revenue,2025-07-25T00:00:00
c53bac77-677e-52a2-a184-bf9908866724,9ff9d504-c856-5bd7-a518-581b72844101,16.1,32.9,15.9,26.5,7.6,low_transaction_volume,2025-07-31T00:00:00
20458636-7c96-5aa4-83c1-8a14d95337f0,22cc08e1-5eef-548c-8831-f5523bacf5da,53.6,32.2,71.6,42.9,38.4,competitor_risk|low_transaction_volume,2025-07-31T00:00:00
169629eb-aa29-511f-9be2-cd34dc0003c1,0542378b-c101-5b65-9cc3-78e0505cd512,20.2,2.8,43.1,79.3,4.1,product_gap|high_churn_probability,2025-07-29T00:00:00
1f1b3499-66ac-5655-9e37-fee0bfbec0b6,0de5a8ae-8c43-51a3-8772-fd029e6163f4,49.3,49.5,71.3,57.0,44.4,high_churn_probability|product_gap|declining_revenue,2025-07-25T00:00:00
b1023c17-df1e-5dde-865b-02f13b7b7953,1aff3b3e-90df-587f-b433-fedbb05181dc,26.0,20.5,42.2,58.4,13.4,declining_revenue,2025-07-27T00:00:00
7deb5020-da03-5a7b-bc55-d63a2404a271,eeb546d4-9cc3-5314-a3cf-9fb014d96b68,82.8,80.0,88.9,33.0,89.2,product_gap|inactive_products,2025-07-25T00:00:00
b8717ecc-a317-5f7c-87c6-16c958ec293d,a33ea889-160a-53fc-b474-ba1b677701a5,28.9,30.0,44.4,24.0,16.3,inactive_products|missed_visits|product_gap,2025-07-26T00:00:00
a29a4f3b-2fcc-5e08-bdd3-24b99970f596,f2938a3e-e2e7-5b26-8a84-d1c3e60f941b,33.3,8.1,43.2,13.5,39.9,declining_revenue|high_churn_probability|competitor_risk,2025-07-30T00:00:00
8ed389bb-7bd8-5667-b42c-741df2f0282b,6a5f1922-ebb4-59d7-99fe-b30c0bf7ecce,48.2,53.1,59.3,27.4,43.0,competitor_risk|missed_visits|low_transaction_volume,2025-07-31T00:00:00
faf05e83-7042-5f0c-8e9d-cdaa9a98ff77,6511e734-1feb-59af-a892-a87374f34ebb,54.8,30.1,68.1,36.1,48.3,inactive_products,2025-07-28T00:00:00
3b9b8be7-b50d-55a8-ba60-c710bc175afa,04fb4d72-367a-58c1-8195-60a6507914d3,23.3,1.2,30.9,64.0,17.2,product_gap,2025-07-27T00:00:00
91f3ef14-4680-5353-a8ae-5ecc2fc46349,0c5a8d1c-ccf3-5d8e-ae35-290e69f09907,94.9,66.2,77.5,66.7,78.3,product_gap,2025-07-25T00:00:00
3c40f6e9-b74c-5c32-b181-841de8462078,70dcb470-1f3b-5ff1-9218-2691192ca6e9,34.4,31.8,21.5,86.0,18.6,low_transaction_volume,2025-07-28T00:00:00
88436620-883c-5634-8a49-6d97ee832ac5,23bbfd8f-47b3-5b12-baf0-55d2adae6a4d,65.2,36.2,45.3,33.5,61.3,inactive_products,2025-07-26T00:00:00
d218beb0-383b-55f9-a971-39951f97850f,6d99347d-0056-57a2-b40b-1c138af83419,45.1,22.7,38.0,27.3,26.1,inactive_products|low_transaction_volume|missed_visits,2025-07-29T00:00:00
3d682e2e-baf5-5832-8c6b-a1ead96ad3f9,98a31b9f-9ad9-5616-9b27-939d6a0c34cb,32.7,34.4,33.8,63.0,32.5,inactive_products,2025-07-31T00:00:00
51009414-3db6-5d45-bf70-8df7371298fb,14484de5-5342-5ef7-bb00-77c5c5b903d2,30.6,30.5,8.1,40.2,16.7,product_gap|low_transaction_volume,2025-07-29T00:00:00
3766adcf-5019-51d9-9c13-04ba7b169532,4ef5faf8-0f6f-57e6-b280-f02415866b1d,87.5,61.4,78.3,89.1,77.6,declining_revenue,2025-07-29T00:00:00
92cfff7e-aebc-5fdf-8a87-1bc851c0f126,75b194f1-6323-5e3f-9d74-f06333ef4d67,77.0,94.9,56.6,76.8,76.9,declining_revenue,2025-07-30T00:00:00
0bf57737-7d1d-5036-99c2-d11c480d9342,cc7dba39-9fc6-550c-9fc7-cdaff6e74660,61.1,59.2,45.6,26.6,57.4,low_transaction_volume|missed_visits|high_churn_probability,2025-07-26T00:00:00
8ea22684-7e12-5239-904c-6ee1729729b9,a96ae10f-0d82-5156-802a-0b93c66f979c,19.8,14.2,7.8,42.2,9.4,low_transaction_volume,2025-07-26T00:00:00
92e38758-9c42-5ff5-84c0-67540ae59105,bc25a51a-f86e-5321-ad07-8446444ea8c3,23.5,28.6,13.5,59.9,4.8,low_transaction_volume,2025-07-29T00:00:00
ccbf9693-d142-579e-9727-9c038d120525,acd639d2-0a2a-5b8c-8f9b-a8a9056d9582,31.4,41.0,52.6,55.5,19.0,product_gap|low_transaction_volume|competitor_risk,2025-07-31T00:00:00
6988cf25-dabf-5c79-a5ba-da31266bb361,ef1123b0-4761-5276-bf42-c99cc64e1d86,39.0,25.6,45.8,80.7,28.5,high_churn_probability|product_gap|declining_revenue,2025-07-25T00:00:00
9512bb47-d5c4-59f5-a58b-1a1c9d88262d,2e4d4b9c-817f-51b8-9247-862d368d2d37,81.4,95.7,75.9,50.9,83.6,competitor_risk,2025-08-01T00:00:00
9b37fdf2-0f53-54d1-9017-8202eecedf8e,16515985-00e6-538a-be14-4428d2229892,24.3,10.5,21.1,29.5,6.7,inactive_products|low_transaction_volume|missed_visits,2025-07-30T00:00:00
550f2596-0742-56a5-a975-1388e0e0785d,47dd943b-3a59-5885-831f-5b9a7f3b9396,30.0,18.8,37.1,29.0,31.7,declining_revenue|inactive_products,2025-07-25T00:00:00
6ac3c1e1-2830-555b-8eb5-29afa82857bf,4134a576-76a3-5628-80c6-4de326b0626b,62.2,48.1,76.5,13.2,65.9,declining_revenue|missed_visits,2025-07-26T00:00:00
0b16c875-d42e-5f06-83df-94adbe214290,80699c98-bf43-580b-9754-9b2ada607cda,40.9,22.4,52.6,37.4,27.1,inactive_products|low_transaction_volume,2025-08-01T00:00:00
6345004c-b07e-5cdb-84a9-01fbc01b481c,ee121ccf-df6b-5b72-91cc-f2efa3dc9eb6,98.1,87.5,83.4,35.7,87.8,declining_revenue|high_churn_probability|inactive_products,2025-08-01T00:00:00
a6a68393-92d7-5b76-8267-165e61166be6,b551780d-4f96-598c-9e14-c940e936f077,81.3,53.8,99.7,85.1,65.1,low_transaction_volume|declining_revenue,2025-07-30T00:00:00
0af4bdc7-7272-5d04-b292-de4784e9f7a8,0b242086-2362-5dca-bd67-d4bda6f6d1fd,38.7,34.1,35.0,47.4,23.6,declining_revenue,2025-07-29T00:00:00
81885f30-13b2-5a9e-b1cc-84863e433423,785169b9-83da-56d2-a59b-04e35cf4bb01,24.8,11.2,14.2,45.9,23.9,competitor_risk,2025-07-28T00:00:00
a6bdd69e-783f-5135-a52a-358a2efd62db,3533e91a-6c3d-5181-b675-6598d235e36d,49.5,39.4,32.9,45.3,44.7,low_transaction_volume|missed_visits,2025-07-26T00:00:00
bb01cb53-12fd-56af-a50b-9f8110964f72,48380be3-46fe-5cea-9b64-86eb7a42b49c,45.4,36.8,24.6,82.5,34.4,low_transaction_volume|product_gap,2025-07-30T00:00:00
38480656-6232-5aef-b9b2-d10840399dbd,2f0d50fa-61c5-5f65-85cf-5797db775a40,37.1,26.1,27.4,32.7,34.0,missed_visits,2025-07-25T00:00:00
e00dab25-95e0-507c-a516-8e033baec38f,852f07da-d638-513e-ad8d-6233ee1bb2fb,17.9,17.8,6.6,25.2,0.4,high_churn_probability,2025-07-27T00:00:00
4eda5174-b42a-5f66-9d0f-3bf6601ac3d3,ab402b91-e908-5c90-89d1-040c3fad8c6f,34.7,23.3,34.1,61.3,32.3,product_gap|high_churn_probability,2025-07-26T00:00:00
b7d8a496-1a4b-5fea-8970-b48d37524f25,04d58091-bfa3-51f3-90d8-eaffa8b77c67,50.4,67.0,33.5,71.0,59.1,product_gap,2025-07-27T00:00:00
1ad93101-2100-5ee7-8df7-40c9f7181e73,df28fc2b-8725-5f9f-b07b-689682471c74,35.4,23.8,13.3,40.8,28.1,high_churn_probability|inactive_products,2025-07-29T00:00:00
bbc6615d-fcd9-5733-8d22-309abe886d51,38a1a40d-329f-57f3-9cd9-b0a08e6a7b64,66.1,54.1,76.4,12.3,66.0,inactive_products,2025-07-30T00:00:00
eed48b10-0de5-5b88-8722-1ae6732d41e9,e0871838-be01-5d11-b197-cc87d0f2ba01,25.5,11.6,30.6,86.1,30.7,high_churn_probability|declining_revenue,2025-08-01T00:00:00
9c7c7415-1725-5a85-8003-754402f9ab0e,e8c1544d-4294-5681-b84b-eca4289b7c4b,19.7,28.2,17.2,66.5,28.9,high_churn_probability,2025-07-31T00:00:00
5fcfd3e1-aecc-5b43-a8a1-5bcf29862148,93eb535b-2dc6-5ada-a3cd-994ee0720f37,35.7,14.0,32.1,65.3,30.8,product_gap,2025-07-26T00:00:00
e05ebab0-04c8-5ccf-b101-fb004b9b7a0e,0ba00c7e-2d91-5872-bbbb-f7a769d4d1f8,74.7,50.1,78.3,73.8,79.1,product_gap|high_churn_probability|low_transaction_volume,2025-07-28T00:00:00
fa6a3dd8-3011-50d0-aab4-fcfc50396f70,d0bfe50b-b011-596c-bab6-e071945ae144,44.9,15.3,28.4,49.3,27.9,product_gap|high_churn_probability|missed_visits,2025-07-26T00:00:00
bddc2c7f-1bb5-575e-8c4f-b4c72afd5d63,1259272d-08e4-5ce6-90fb-be8026628b5f,36.0,14.5,29.7,66.3,21.9,missed_visits|high_churn_probability|product_gap,2025-07-30T00:00:00
